id,Headline,Category,Date,realorfake
22461,"Wall Street slips as energy, consumer stocks drag",World News,10/17/2016 0:00,real
22462,"Hasbro revenue, profit beat as Disney Princess dolls dazzle",World News,10/17/2016 0:00,real
22463,"EU condemns Russia over Aleppo, to impose more Syrian sanctions",World News,10/16/2016 0:00,real
22464,Thai king's death will not delay election: media,World News,10/17/2016 0:00,real
22465,Thai king portrait vendors scramble to meet huge demand,World News,10/17/2016 0:00,real
22466,"Bank of America profit rises on bond trading, cost cuts",World News,10/17/2016 0:00,real
22467,U.S. forces behind front lines in Iraq's battle to retake Mosul,World News,10/17/2016 0:00,real
22468,Pentagon says Iraqi forces ahead of schedule retaking Mosul,World News,10/17/2016 0:00,real
22469,Weak utilities demand restrains U.S. industrial production,World News,10/17/2016 0:00,real
22470,Turkish military says Syrian border security largely achieved with Dabiq seizure,World News,10/17/2016 0:00,real
22471,Deutsche Bank's options to solve capital dilemma seen to be limited,World News,10/17/2016 0:00,real
22472,"Customers pile in, analysts fret as U.S. banks offer rich card awards",World News,10/17/2016 0:00,real
22473,Afghan vice-president escapes unhurt after Taliban ambush convoy,World News,10/17/2016 0:00,real
22474,Olympic sprinter Tyson Gay's teen daughter killed in Kentucky crossfire,World News,10/16/2016 0:00,real
22475,"100,000 Iraqis may flee Mosul for Syria, Turkey: U.N.",World News,10/17/2016 0:00,real
22476,Turkey says ready for 'hundreds of thousands' who may flee Mosul,World News,10/17/2016 0:00,real
22477,Thai junta urges restraint after crowds mob royal insult suspects,World News,10/17/2016 0:00,real
22478,Trump charges U.S. election results being rigged 'at many polling places',World News,10/16/2016 0:00,real
22479,What are the humanitarian needs in wake of Mosul offensive?,World News,10/17/2016 0:00,real
22480,Oil majors experiment with technology to weather crisis,World News,10/16/2016 0:00,real
22481,World's oldest Panda in captivity dies in Hong Kong,World News,10/17/2016 0:00,real
22482,"Some 3,000 Turkish-trained forces participate in Mosul operation: Turkish deputy PM",World News,10/17/2016 0:00,real
22483,China defends Pakistan after 'mother-ship of terrorism' comment,World News,10/17/2016 0:00,real
22484,Suicide bombing kills 10 at security check-point south of Baghdad,World News,10/17/2016 0:00,real
22485,Syrian rebels seize 'doomsday' village where Islamic State promised final battle,World News,10/16/2016 0:00,real
22486,Boston Fed's Rosengren maps case for a dove's rate hike,World News,10/17/2016 0:00,real
22487,"Some 1,500 Turkey-trained Iraqi forces taking part in Mosul operation: sources",World News,10/17/2016 0:00,real
22488,Japan may accelerate missile defense upgrades in wake of North Korean tests: sources,World News,10/17/2016 0:00,real
22489,Lack of new blood casts doubt over Wells Fargo's change plan,World News,10/17/2016 0:00,real
22490,Thai PM reassures on smooth succession; coronation after king's funeral,World News,10/17/2016 0:00,real
22491,Thai internet operators urge customers to report royal insults,World News,10/16/2016 0:00,real
22492,U.S. ready to support Iraq in 'difficult fight ahead' for Mosul,World News,10/17/2016 0:00,real
22493,Trump: Sexual-assault accusers 'want to stop our movement',World News,10/14/2016 0:00,real
22494,North Carolina estimates $1.5 billion in hurricane damage to buildings,World News,10/16/2016 0:00,real
22495,"Far from Hurricane Matthew, a Haitian crisis flares in Tijuana",World News,10/8/2016 0:00,real
22496,Factbox: Once-tolerant Mosul site of Iraq push against Islamic State,World News,10/16/2016 0:00,real
22497,U.S.: Proud to stand with allies in offensive to retake Iraq's Mosul,World News,10/16/2016 0:00,real
22498,Iraqi army drops leaflets over Mosul in preparation for offensive,World News,10/16/2016 0:00,real
22499,"Surf, suds and stock tips: Millennials find place at Stocktoberfest",World News,10/16/2016 0:00,real
22500,European-led Mars lander starts descent to red planet,World News,10/15/2016 0:00,real
22501,Nigeria's Boko Haram frees 21 kidnapped Chibok girls after 2-1/2 years,World News,10/13/2016 0:00,real
22502,Pence: Russia should face 'severe consequences' if it's behind hack,World News,10/16/2016 0:00,real
22503,U.S. officials step up rhetoric on Russia link to email hacks,World News,10/16/2016 0:00,real
22504,Putin dismisses U.S. hacking allegations as campaign rhetoric,World News,10/16/2016 0:00,real
22505,"Deal with Rosneft is U.S. sanctions-compliant, says Essar Group CEO",World News,10/16/2016 0:00,real
22506,Shell faces possible Dutch lawsuit over Nigerian activist's execution,World News,10/16/2016 0:00,real
22507,"Britain, U.S. consider more sanctions against Assad, supporters",World News,10/16/2016 0:00,real
22508,Transcripts of Clinton's Wall Street talks released in new Wikileaks dump,World News,10/15/2016 0:00,real
22509,Wheels of justice barely turn at Guantanamo prison,World News,10/16/2016 0:00,real
22510,Hollande says France will not ease pressure on Russia over Syria,World News,10/16/2016 0:00,real
22511,Turkish operations in Syria to continue after Dabiq liberated: Erdogan's spokesman,World News,10/16/2016 0:00,real
22512,ZTO Express eyes largest Chinese company U.S. IPO since Alibaba,World News,10/16/2016 0:00,real
22513,Suicide bomber kills three police in southern Turkey,World News,10/16/2016 0:00,real
22514,Goldman Sachs vindicated but bruised in court battle with Libyan fund,World News,10/16/2016 0:00,real
22515,"Navy man arrested in San Diego crash that killed four, injured nine",World News,10/16/2016 0:00,real
22516,"U.S., Britain call for immediate ceasefire in Yemen",World News,10/16/2016 0:00,real
22517,Syria's Dabiq under full control of Turkish-backed rebels - minister,World News,10/16/2016 0:00,real
22518,Germany says Tesla should not use 'Autopilot' in advertising,World News,10/16/2016 0:00,real
22519,"After turbulent week, Trump revisits talk of 'rigged election'",World News,10/15/2016 0:00,real
22520,Benefits of greenhouse gas pact may fall short of high hopes,World News,10/16/2016 0:00,real
22521,Putin says hopes U.S. will seek to avoid civilian casualties in Mosul,World News,10/16/2016 0:00,real
22522,Putin says Russia does not seek confrontation with U.S.,World News,10/16/2016 0:00,real
22523,"Priests, martyrs and mystic nun proclaimed new Catholic saints",World News,10/16/2016 0:00,real
22524,Turkey's Erdogan says Iraq cannot handle Mosul assault alone,World News,10/15/2016 0:00,real
22525,"Philippine leader says will raise arbitration case with China, won't bargain",World News,10/16/2016 0:00,real
22526,U.S. warship targeted in failed missile attack from Yemen: official,World News,10/16/2016 0:00,real
22527,U.S. detects failed North Korean missile test: Pentagon,World News,10/15/2016 0:00,real
22528,Syria talks in Lausanne end without breakthrough,World News,10/14/2016 0:00,real
22529,U.S. bans Samsung Galaxy Note 7 smartphones from air travel,World News,10/14/2016 0:00,real
22530,Singapore Airlines bans Samsung Galaxy Note 7 on its flights,World News,10/15/2016 0:00,real
22531,"Air Berlin bans Samsung Galaxy Note 7, Lufthansa does so on U.S. flights",World News,10/15/2016 0:00,real
22532,Syrian bombing suspect in Germany spoke to IS contact about attack plans: newspaper,World News,10/15/2016 0:00,real
22533,Saudi coalition attacked Yemen funeral based on wrong information: investigation,World News,10/15/2016 0:00,real
22534,Deutsche Bank considering changes to U.S. strategy: sources,World News,10/15/2016 0:00,real
22535,Death toll from Hurricane Matthew climbs to 26 in North Carolina,World News,10/15/2016 0:00,real
22536,Kerry says Lausanne talks had good consensus that could lead to Syria ceasefire,World News,10/15/2016 0:00,real
22537,Russia's Lavrov says participants in Lausanne talks agreed to further contacts,World News,10/15/2016 0:00,real
22538,Nearly 200 nations agree binding deal to cut greenhouse gases,World News,10/15/2016 0:00,real
22539,Clinton heavily favored to win Electoral College: poll,World News,10/15/2016 0:00,real
22540,"Three dead, dozen wounded in shooting at Los Angeles party",World News,10/15/2016 0:00,real
22541,Northwest braces for high winds after rare Oregon twisters,World News,10/15/2016 0:00,real
22542,"Suicide bombing, shootouts kill around 55 in Iraq: police",World News,10/15/2016 0:00,real
22543,Turkey-backed Syrian rebels attack Islamic State's Dabiq: rebel,World News,10/15/2016 0:00,real
22544,"India and Russia sign energy, defense deals worth billions",World News,10/15/2016 0:00,real
22545,Russia's Gazprom sees new LNG deal with India's Gail in six months,World News,10/15/2016 0:00,real
22546,"How Trump rallies the faithful: Belittle Clinton, news media",World News,10/15/2016 0:00,real
22547,Aleppo rebels outgunned but confident as siege bites,World News,10/14/2016 0:00,real
22548,Two men charged with hate crime in attack on Sikh in California,World News,10/15/2016 0:00,real
22549,"Obama meets with national security team on Syria, Islamic State",World News,10/15/2016 0:00,real
22550,"Some Samsung fans hot to keep Note 7 smartphones, despite recall",World News,10/14/2016 0:00,real
22551,U.S. bans Samsung Galaxy Note 7 smartphones from air travel,World News,10/13/2016 0:00,real
22552,"Obama eases restrictions on Cuba, lifts limits on rum and cigars",World News,10/14/2016 0:00,real
22553,Connecticut judge dismisses Sandy Hook families' suit against gunmaker,World News,10/14/2016 0:00,real
22554,Clinton leads by 7 points as Trump faces grope claims: Reuters/Ipsos poll,World News,10/14/2016 0:00,real
22555,Fed's Yellen says 'high-pressure' policy may be only way back from crisis,World News,10/14/2016 0:00,real
22556,Gundlach says Yellen speech suggests accommodative Fed for longer,World News,10/14/2016 0:00,real
22557,Sales scandal costs Wells Fargo; JPMorgan and Citi please Wall Street,World News,10/14/2016 0:00,real
22558,Wells Fargo CFO says has not considered giving back recent bonuses,World News,10/14/2016 0:00,real
22559,New computer glitch delays United Airlines flights,World News,10/14/2016 0:00,real
22560,Wall Street's gains fade as Yellen questions economy's resilience,World News,10/14/2016 0:00,real
22561,Wells Fargo Board of Directors will release internal investigation to public,World News,10/14/2016 0:00,real
22562,Hershey begins CEO search as Bilbrey announces retirement,World News,10/14/2016 0:00,real
22563,Strong auto purchases lift U.S. retail sales; inflation stirring,World News,10/14/2016 0:00,real
22564,Clinton warned U.S. would 'ring China with missile defense': hacked email,World News,10/14/2016 0:00,real
22565,"Syria ceasefire relaunch to be discussed in Lausanne, Russia deputy foreign min tells RIA",World News,10/14/2016 0:00,real
22566,Trump accuses Mexico's Carlos Slim of trying to help Clinton,World News,10/14/2016 0:00,real
22567,Factbox: Mexican tycoon Carlos Slim and the U.S. election,World News,10/14/2016 0:00,real
22568,"IBM, Google, others to unveil new open interface to take on Intel",World News,10/14/2016 0:00,real
22569,Looming digital regulation has U.S. truck industry scrambling,World News,10/14/2016 0:00,real
22570,Exclusive: Carmakers forced back to bigger engines in new emissions era,World News,10/14/2016 0:00,real
22571,Thailand's King Bhumibol takes final journey past grieving subjects,World News,10/13/2016 0:00,real
22572,Exclusive: Deutsche Bank considers thousands more job cuts - source,World News,10/14/2016 0:00,real
22573,Syria's Assad says taking Aleppo from rebels key to pushing 'terrorists' back to Turkey,World News,10/13/2016 0:00,real
22574,Russia says Syria foreign minister to visit in late October: Interfax,World News,10/14/2016 0:00,real
22575,U.S. policy changes on Cuba will be tough to undo: official,World News,10/14/2016 0:00,real
22576,Scandal-hit Wells Fargo's quarterly profit falls 3.7 percent,World News,10/14/2016 0:00,real
22577,U.S. business inventories increase as retailers boost stocks,World News,10/14/2016 0:00,real
22578,Citigroup beats profit expectations on bond trading comeback,World News,10/14/2016 0:00,real
22579,Japan election key to world's biggest nuclear plant and Abe's energy policy,World News,10/14/2016 0:00,real
22580,British banks keep cyber attacks under wraps to protect image,World News,10/14/2016 0:00,real
22581,Russia's Lavrov: 'No special expectations' from meeting on Syria on Saturday,World News,10/14/2016 0:00,real
22582,"Exclusive: Obama, aides expected to weigh Syria military options on Friday",World News,10/13/2016 0:00,real
22583,Putin ratifies deal for Russia to use Syria base indefinitely,World News,10/14/2016 0:00,real
22584,Aleppo's Jabhat Fateh al-Sham fighters far fewer than U.N. says: sources,World News,10/14/2016 0:00,real
22585,Exclusive: Islamic State crushes rebellion plot in Mosul as army closes in,World News,10/14/2016 0:00,real
22586,Thailand's mourning for king may soften economy temporarily,World News,10/14/2016 0:00,real
22587,ICC prosecutor warns Philippines over drug war killings,World News,10/13/2016 0:00,real
22588,Samsung's damaging smartphone crisis could put screws on won,World News,10/14/2016 0:00,real
22589,"Saudi Arabia, SoftBank aim to be world's No. 1 tech investor with $100 billion fund",World News,10/13/2016 0:00,real
22590,Factbox: 10 facts about Boko Haram and Nigeria's kidnapped Chibok girls,World News,10/13/2016 0:00,real
22591,"As Thais mourn, tourists cautioned against behaving badly",World News,10/14/2016 0:00,real
22592,Thailand declares government holiday but stock market to stay open,World News,10/14/2016 0:00,real
22593,Thai king's death adds to uncertainty about Obama's faltering Asia pivot,World News,10/13/2016 0:00,real
22594,Samsung Electronics shares up after it sees more profit hit from Note 7,World News,10/14/2016 0:00,real
22595,"In Bob Dylan's hometown, an awkward embrace for its Nobel son",World News,10/13/2016 0:00,real
22596,Accused New York bomber pleads not guilty from hospital bed,World News,10/13/2016 0:00,real
22597,"Verizon says Yahoo hack 'material,' could affect deal",World News,10/13/2016 0:00,real
22598,Florida declares new area of Zika transmission in Miami,World News,10/13/2016 0:00,real
22599,Factbox: Why the Zika virus is causing alarm,World News,10/13/2016 0:00,real
22600,"Factbox: Foreign leaders' criticism, praise of U.S. Republican candidate Trump",World News,10/13/2016 0:00,real
22601,Syria's Assad: Taking Aleppo will push 'terrorists' back to Turkey - newspaper,World News,10/13/2016 0:00,real
22602,"Wall Street dips with financials, weak China data",World News,10/13/2016 0:00,real
22603,"Weak China trade data hits equities, U.S. dollar",World News,10/13/2016 0:00,real
22604,U.S. military strikes Yemen after missile attacks on U.S. Navy ship,World News,10/12/2016 0:00,real
22605,'I'll humiliate you': Duterte challenges West to probe Philippines drugs war,World News,10/13/2016 0:00,real
22606,"Despite his fragile health, many Thais stunned by king's death",World News,10/13/2016 0:00,real
22607,Yemen's Houthis say ready to help investigate attacks on international shipping,World News,10/13/2016 0:00,real
22608,U.S. strikes not connected to broader Yemen conflict: Pentagon,World News,10/13/2016 0:00,real
22609,United Nations appoints Portugal's Guterres as next U.N. chief,World News,10/13/2016 0:00,real
22610,Samsung offers financial incentives to stem Note 7 bleeding,World News,10/13/2016 0:00,real
22611,"New York Times stands by Trump story, rebuts claim of libel",World News,10/13/2016 0:00,real
22612,Russia has 'playbook' for covert influence in Eastern Europe: study,World News,10/13/2016 0:00,real
22613,Old problems overshadow new era at Wells Fargo,World News,10/13/2016 0:00,real
22614,Yemen's Houthis warn U.S. against further attacks,World News,10/13/2016 0:00,real
22615,U.S. jobless claims at 43-year low; import price deflation easing,World News,10/13/2016 0:00,real
22616,"Thai King Bhumibol, world's longest-reigning monarch, dies: palace",World News,10/13/2016 0:00,real
22617,Obama offers condolences to Thai people on death of king,World News,10/13/2016 0:00,real
22618,'Greatest living poet' Bob Dylan wins Nobel literature prize,World News,10/13/2016 0:00,real
22619,Factbox: Bob Dylan wins 2016 Nobel Prize for Literature,World News,10/13/2016 0:00,real
22620,Drownings push hurricane death toll to 19 in flooded North Carolina,World News,10/10/2016 0:00,real
22621,Smithfield resumes partial operations on Thursday at N.C. hog plants,World News,10/13/2016 0:00,real
22622,Iran deploys warships off Yemen coast in the Gulf of Aden: Tasnim,World News,10/13/2016 0:00,real
22623,"U.N. revises down forecast for growth in Latam, Caribbean",World News,10/12/2016 0:00,real
22624,"Factbox: Over 110,000 still without power in U.S. Southeast after hurricane",World News,10/13/2016 0:00,real
22625,Death of beloved Thai king unlikely to cause major economic disruption,World News,10/13/2016 0:00,real
22626,Renewed bombing kills over 150 in rebel-held Aleppo this week: rescue workers,World News,10/13/2016 0:00,real
22627,Britain looking at its military options in Syria: foreign minister,World News,10/13/2016 0:00,real
22628,Syrian government okays U.N. aid plan but not for Aleppo,World News,10/13/2016 0:00,real
22629,Thai PM says heir to throne has been chosen,World News,10/13/2016 0:00,real
22630,"Russia says UK military welcome in Syria if target is terrorism, not Assad",World News,10/13/2016 0:00,real
22631,"Bank of Korea flags Samsung export risks, says recovery still on track",World News,10/13/2016 0:00,real
22632,Russian foreign minister discusses Syria with French counterpart,World News,10/13/2016 0:00,real
22633,Assad says hopes Russia can change Turkey's policy towards Syria,World News,10/13/2016 0:00,real
22634,UK's Johnson: we must not raise false hopes on Syria no fly zone,World News,10/13/2016 0:00,real
22635,China rejects British concerns over 'legal interference' in Hong Kong,World News,10/13/2016 0:00,real
22636,Observatory: Shells kill four children in govt-held Aleppo,World News,10/13/2016 0:00,real
22637,Survey points to higher U.S. birth rate in future: CDC,World News,10/13/2016 0:00,real
22638,"Trump touched us inappropriately, two women tell New York Times",World News,10/12/2016 0:00,real
22639,Samsung slashes third quarter profit estimate by a third after pulling plug on Note 7,World News,10/12/2016 0:00,real
22640,Samsung Electronics cuts third quarter operating profit guidance on Note 7 impact,World News,10/12/2016 0:00,real
22641,"Apple to set up R&D center in Shenzhen, bolster China ties",World News,10/12/2016 0:00,real
22642,Ecuador moves Assange questioning to November,World News,10/13/2016 0:00,real
22643,U.S. military strikes Yemen after missile attacks on U.S. Navy ship,World News,10/13/2016 0:00,real
22644,"Wells Fargo CEO John Stumpf quits, replaced by Tim Sloan",World News,10/12/2016 0:00,real
22645,Samsung's latest invention: a fireproof box for Note 7 returns,World News,10/12/2016 0:00,real
22646,Millions of North Carolina chickens die in Hurricane Matthew floods: state,World News,10/12/2016 0:00,real
22647,"Kerry, Lavrov to resume talks on Syria despite war crimes row",World News,10/12/2016 0:00,real
22648,New Zealand pushes to break U.N. Security Council deadlock on Syria,World News,10/12/2016 0:00,real
22649,Wall Street stocks close slightly higher after Fed minutes,World News,10/12/2016 0:00,real
22650,Putin rejects accusations of meddling in U.S. election,World News,10/12/2016 0:00,real
22651,Canada-U.S. oil pipelines resume operations after activists halt flow,World News,10/12/2016 0:00,real
22652,Documentary filmmaker arrested at Canada-U.S. pipeline protest,World News,10/12/2016 0:00,real
22653,Putin ally tells Americans: vote Trump or face nuclear war,World News,10/12/2016 0:00,real
22654,"Trump trails Clinton by 8 points after tape scandal, debate: Reuters/Ipsos poll",World News,10/11/2016 0:00,real
22655,Wells Fargo faces costly overhaul of bankrupt sales culture,World News,10/12/2016 0:00,real
22656,"Global shares remain lower, dollar up after Fed minutes",World News,10/12/2016 0:00,real
22657,"Pentagon says will respond, in time, to missile attacks on ship",World News,10/12/2016 0:00,real
22658,Trump intensifies attacks on Ryan with four weeks left until Election Day,World News,10/12/2016 0:00,real
22659,"Britain, France seek more EU sanctions on Syria, Russia over Aleppo",World News,10/12/2016 0:00,real
22660,"Fed policymakers closer to rate hike, but inflation doubts remain: minutes",World News,10/12/2016 0:00,real
22661,Putin says U.S. hacking scandal not in Russia's interests,World News,10/12/2016 0:00,real
22662,Putin accuses France of playing tricks with Syria resolution,World News,10/12/2016 0:00,real
22663,"Air strikes hit eastern Aleppo, including market, kill 25: rescue service",World News,10/12/2016 0:00,real
22664,"Factbox: Nearly 242,000 still without power in U.S. Southeast after hurricane",World News,10/12/2016 0:00,real
22665,Deutsche Bank to pay $9.5 million penalty over research info: SEC,World News,10/12/2016 0:00,real
22666,Russia's Putin hopes for 'fruitful' Syria talks: Kremlin,World News,10/12/2016 0:00,real
22667,Tesla to provide plans for combined company before SolarCity merger vote,World News,10/12/2016 0:00,real
22668,Turkish army says Islamic State putting up 'stiff resistance' in Syria,World News,10/12/2016 0:00,real
22669,Turkey-backed Syrian rebels advance closer to IS-held Dabiq,World News,10/12/2016 0:00,real
22670,"U.S. job openings hit eight-month low, labor market still strong",World News,10/12/2016 0:00,real
22671,"Lavrov, Kerry to attend Syria talks on Saturday in Lausanne",World News,10/12/2016 0:00,real
22672,Russia's Putin says hard to hold dialogue with U.S. administration,World News,10/12/2016 0:00,real
22673,Putin says parliamentary elections showed Russians trust government,World News,10/12/2016 0:00,real
22674,Global investors wary of UK markets as Brexit fog thickens,World News,10/12/2016 0:00,real
22675,U.N.'s Zeid cool on Syrian opposition plan to bypass Russian veto,World News,10/12/2016 0:00,real
22676,UK PM May says courts should decide whether war crimes committed in Syria,World News,10/12/2016 0:00,real
22677,Hezbollah vows at mass Beirut rally to keep up 'jihad' in Syria,World News,10/12/2016 0:00,real
22678,Elliott says view on Samsung not diminished despite Note 7 issues,World News,10/12/2016 0:00,real
22679,"Factbox: Over 200,000 still without power in U.S. Southeast after hurricane",World News,10/12/2016 0:00,real
22680,My oath - new generation of Hong Kong lawmakers defies Beijing,World News,10/12/2016 0:00,real
22681,Turkey arresting 215 more police officers in post-coup investigation: NTV,World News,10/12/2016 0:00,real
22682,"Trump assails House speaker Ryan, McCain as 'disloyal'",World News,10/11/2016 0:00,real
22683,Bank of Japan policymakers signal higher threshold for further easing,World News,10/12/2016 0:00,real
22684,Bank of Japan's Harada: Don't see need to ease at next rate review,World News,10/12/2016 0:00,real
22685,Timeline: Samsung Electronics' Galaxy Note 7 recall crisis,World News,10/10/2016 0:00,real
22686,Samsung scraps Galaxy Note 7 over fire concerns,World News,10/10/2016 0:00,real
22687,Samsung halts Note 7 production after new fire scare: source,World News,10/9/2016 0:00,real
22688,"Russian jets resume heavy bombing of eastern Aleppo: rebels, monitor",World News,10/11/2016 0:00,real
22689,Russia says UK allegations of aid convoy attack are 'Russophobic hysteria',World News,10/12/2016 0:00,real
22690,U.S. sees mounting evidence of Houthi role in strike on U.S. warship,World News,10/12/2016 0:00,real
22691,Obama tells students at town hall about how failures have shaped him,World News,10/12/2016 0:00,real
22692,Accused bomber to be arraigned on New Jersey charges Thursday,World News,10/12/2016 0:00,real
22693,U.S. suspends deportations of Haitians after Hurricane Matthew,World News,10/12/2016 0:00,real
22694,Apple-Samsung iPhone patent feud leaves U.S. top court struggling,World News,10/11/2016 0:00,real
22695,British lawmaker likens Russia's behavior in Syria to that of Nazis,World News,10/11/2016 0:00,real
22696,"Russia risks pariah status, UK minister says, urging protests",World News,10/11/2016 0:00,real
22697,Hezbollah sees more conflict in Syria and rising regional tension,World News,10/11/2016 0:00,real
22698,Trump says he doesn't want House Speaker Ryan's support: Fox News,World News,10/11/2016 0:00,real
22699,"Chicago mayor buys peace with teachers, fiscal impact uncertain",World News,10/10/2016 0:00,real
22700,Unarmed black man killed by Tulsa police had PCP in his system: autopsy,World News,10/11/2016 0:00,real
22701,Two deaths spark recall of St. Jude heart devices,World News,10/11/2016 0:00,real
22702,Putin shuns Paris visit after France offers talks only on Syria,World News,10/11/2016 0:00,real
22703,WHO sending 1 million cholera vaccine doses to Haiti,World News,10/11/2016 0:00,real
22704,"Factbox: Over 500,000 still without power in U.S. Southeast after hurricane",World News,10/11/2016 0:00,real
22705,"Wall Street stocks slide, dollar hits eight-month high",World News,10/11/2016 0:00,real
22706,Exclusive: Russia's Rosneft boss Sechin says no to OPEC oil cap,World News,10/11/2016 0:00,real
22707,Russia's Novak says ready to work with OPEC on oil market stabilization,World News,10/11/2016 0:00,real
22708,Obama says work has begun on habitats to help humans reach Mars,World News,10/11/2016 0:00,real
22709,"Most Afghan women serve sentences in elders' homes, not prisons",World News,10/10/2016 0:00,real
22710,Escalation in Syria means EU less likely to soften stance on Russia,World News,10/11/2016 0:00,real
22711,Images show activity at North Korea satellite launch site: report,World News,10/8/2016 0:00,real
22712,"After failed coup, what sort of Turkey does Erdogan want?",World News,10/11/2016 0:00,real
22713,Ex-PM Maliki making comeback as Iraq's most powerful man,World News,10/11/2016 0:00,real
22714,Russia's Novak says Moscow only considering oil output freeze: TASS,World News,10/11/2016 0:00,real
22715,Carnage and corruption: upstart Mexican cartel's path to top,World News,10/11/2016 0:00,real
22716,Hollande: dialogue with Russia on Syria must be 'frank and firm',World News,10/11/2016 0:00,real
22717,IEA says oil market may rebalance faster if OPEC sticks to target,World News,10/11/2016 0:00,real
22718,IEA warns of risk to oil demand from record global debt,World News,10/11/2016 0:00,real
22719,A new worry for Clinton: Trump's struggles may depress Democratic voter turnout,World News,10/10/2016 0:00,real
22720,'Real progress' needed for Ukraine summit to take place: French source,World News,10/11/2016 0:00,real
22721,"Once-powerful Philippines Church divided, subdued over drug killings",World News,10/10/2016 0:00,real
22722,Haiti needs 'massive response' after hurricane: U.N. chief,World News,10/10/2016 0:00,real
22723,Samsung Electronics says halted Galaxy Note 7 production,World News,10/11/2016 0:00,real
22724,China berates visiting New Zealand defense minister over South China Sea stance,World News,10/11/2016 0:00,real
22725,Samsung Elec could permanently halt Galaxy Note 7 sales: source,World News,10/11/2016 0:00,real
22726,South Korea finance minister says exports would be hurt if Samsung scraps Galaxy Note 7,World News,10/11/2016 0:00,real
22727,"Samsung China to recall all 190,984 Galaxy Note 7 phones sold in mainland China: watchdog",World News,10/11/2016 0:00,real
22728,Samsung likely to permanently halt Galaxy Note 7 sales: Hankyoreh,World News,10/11/2016 0:00,real
22729,"Factbox: Over 700,000 still powerless in U.S. Southeast after hurricane",World News,10/11/2016 0:00,real
22730,"TV audience sharply down for second Trump-Clinton debate, despite tape furor",World News,10/10/2016 0:00,real
22731,Top Republican Ryan distances himself from Trump White House bid,World News,10/10/2016 0:00,real
22732,"Russia and Turkey sign gas deal, seek common ground on Syria as ties warm",World News,10/10/2016 0:00,real
22733,Putin says Russia agrees gas price discount for Turkey,World News,10/10/2016 0:00,real
22734,"Economists from Britain, Finland win Nobel for research on pay, rewards",World News,10/10/2016 0:00,real
22735,Locker room talk? Key women voters call foul on Trump's defense,World News,10/11/2016 0:00,real
22736,U.S. cautions air passengers on replacement Samsung Galaxy Note 7 phones,World News,10/11/2016 0:00,real
22737,Samsung Electronics shares open sharply lower as Note 7 woes mount,World News,10/11/2016 0:00,real
22738,Colombia's Uribe presents proposals for peace accord changes,World News,10/11/2016 0:00,real
22739,South Korea advises airplane passengers to turn off Galaxy Note 7 phones,World News,10/11/2016 0:00,real
22740,"Clinton weighed reinstating Glass-Steagall, Wikileaks emails show",World News,10/11/2016 0:00,real
22741,Wall Street rises as Clinton seen winner of second debate,World News,10/10/2016 0:00,real
22742,Suspect in killing of two California officers barred from owning gun,World News,10/10/2016 0:00,real
22743,Yemen's Houthis respond to air strike with missile attack,World News,10/10/2016 0:00,real
22744,U.N. envoy to Yemen warns against violence escalation,World News,10/10/2016 0:00,real
22745,"Trump threatens jail time, Clinton says rival's campaign is 'exploding'",World News,10/9/2016 0:00,real
22746,Samsung halts Note 7 production after new fire scare: source,World News,10/10/2016 0:00,real
22747,"U.S. stocks gain on widening Clinton lead, oil surges",World News,10/9/2016 0:00,real
22748,Oil hits one-year high as Russia ready to join output caps,World News,10/10/2016 0:00,real
22749,Apple stock hits highest since December on Samsung Note 7 fire crisis,World News,10/10/2016 0:00,real
22750,Trump in crisis after lewd remarks about women come to light,World News,10/7/2016 0:00,real
22751,Trump apologizes for lewd comments but calls footage a 'distraction',World News,10/8/2016 0:00,real
22752,Factbox: Some 1.1 million still powerless in U.S. Southeast after hurricane,World News,10/10/2016 0:00,real
22753,"Deutsche Bank fails to score Justice Dept. deal, shares fall",World News,10/10/2016 0:00,real
22754,Religious investors lose faith in Wells Fargo after scandal,World News,10/10/2016 0:00,real
22755,Merchant ships off Yemen brace for more danger after attacks on navy craft,World News,10/10/2016 0:00,real
22756,U.N. seeks $119 million for Haiti hurricane victims,World News,10/10/2016 0:00,real
22757,Deutsche Bank forced into rethink as strategy overhaul stutters: sources,World News,10/10/2016 0:00,real
22758,"After Yemen funeral raid, U.N. rues failure to punish war crimes",World News,10/10/2016 0:00,real
22759,U.N. chief calls for accountability over 'appalling' Yemen war,World News,10/10/2016 0:00,real
22760,"Pope names new group of cardinals, adding to potential successors",World News,10/9/2016 0:00,real
22761,"Exclusive: As Saudis bombed Yemen, U.S. worried about legal blowback",World News,10/10/2016 0:00,real
22762,Militant interest in attacking nuclear sites stirs concern in Europe,World News,10/10/2016 0:00,real
22763,"Trump may have stopped the bleeding, but not the worrying",World News,10/10/2016 0:00,real
22764,Factbox: Chicago school finances flounder since 2012 teachers' strike,World News,10/10/2016 0:00,real
22765,Banks ponder the meaning of life as Deutsche agonizes,World News,10/10/2016 0:00,real
22766,"After May's Brexit pledge, Europeans close ranks",World News,10/10/2016 0:00,real
22767,Second Brexit vote 'not acceptable': UK PM May's spokesman,World News,10/10/2016 0:00,real
22768,May says expects to guarantee rights of EU citizens in UK after Brexit,World News,10/10/2016 0:00,real
22769,German banks' group wants uncertainties in sector settled soon,World News,10/10/2016 0:00,real
